customer_id,cus_name,phone_no,emel,membership,customer_rating,customer_review,rep_guest,prev_cancel
CUS-780,Julie Powers,284-996-0209,Powers_Julie@xfinity.com,Platinum,5,Excellent,0,0
CUS-781,Stanley Jones,865-949-2060,StanleyJones20@zoho.com,Gold,4,Very Good,0,0
CUS-782,Carla Harris,325-049-5256,CarlaHarris@protonmail.com,Gold,5,Excellent,0,0
CUS-783,Brett Jones,379-607-9199,Brett.Jones@outlook.com,Gold,4,Very Good,0,0
CUS-784,Robert Suarez,226-411-3149,RSuarez@att.com,Platinum,5,Excellent,0,0
CUS-785,Mark Sparks,668-752-4132,Mark.S44@zoho.com,Platinum,5,Excellent,0,0
CUS-786,Zachary Gomez,431-718-7313,Gomez_Zachary@verizon.com,Platinum,4,Very Good,0,0
CUS-787,Jill Rowe,499-209-2431,JRowe@att.com,Platinum,4,Very Good,0,0
CUS-788,Stacey Harper,835-479-0305,Stacey.Harper@hotmail.com,Platinum,5,Excellent,0,0
CUS-789,Mark Burke,983-535-0293,Burke.Mark73@protonmail.com,Platinum,5,Excellent,0,0
CUS-790,Mark Austin,757-918-6031,Mark_Austin@aol.com,Gold,5,Excellent,0,0
CUS-791,Ashley Hart,222-969-3101,Hart.Ashley@xfinity.com,Gold,5,Excellent,0,0
CUS-792,Douglas Thomas,474-955-3407,Thomas_Douglas@zoho.com,Gold,5,Excellent,0,0
CUS-793,Molly Wright,415-197-3575,Wright_Molly@mail.com,Platinum,5,Excellent,0,0
CUS-794,Cynthia Leon,807-612-9759,Leon.Cynthia@yandex.com,Standard,5,Excellent,0,0
CUS-795,Mary Morales,843-803-5843,Mary.M@verizon.com,Gold,5,Excellent,0,0
CUS-796,Alexis Henry,699-260-1111,Alexis.H75@zoho.com,Gold,5,Excellent,0,0
CUS-797,Stacey Shields,748-709-5841,StaceyShields@aol.com,Gold,5,Excellent,0,0
CUS-798,Scott Owens,398-377-3824,Owens_Scott@protonmail.com,Gold,4,Very Good,0,0
CUS-799,Teresa Davis,383-104-1391,Teresa.Davis67@mail.com,Platinum,5,Excellent,0,0
CUS-800,Nicholas Diaz,181-924-2851,Diaz.Nicholas15@aol.com,Platinum,5,Excellent,0,0
CUS-801,Laura Turner,295-879-7142,Laura_Turner78@zoho.com,Platinum,5,Excellent,0,0
CUS-802,Jessica Anderson,343-139-3208,Jessica_Anderson@yahoo.com,Gold,5,Excellent,0,0
CUS-803,Robert Navarro,383-715-7728,RNavarro@protonmail.com,Gold,5,Excellent,0,0
CUS-804,Margaret Cunningham,606-060-3938,MCunningham18@att.com,Standard,5,Excellent,0,0
CUS-805,Jason Taylor,834-598-2553,Jason_Taylor@xfinity.com,Platinum,5,Excellent,0,0
CUS-806,Anthony Lane,551-439-3252,Anthony_Lane@yandex.com,Platinum,5,Excellent,0,0
CUS-807,Samuel Cooper,742-011-8977,Samuel_C@aol.com,Platinum,4,Very Good,0,0
CUS-808,Mr. Sean Wilcox DVM,734-058-6523,Mr._DVM@att.com,Gold,5,Excellent,0,0
CUS-809,Ashley Morgan MD,403-040-8855,AshleyMD@yandex.com,Gold,5,Excellent,0,0
CUS-810,Barry Green,374-933-0251,BGreen53@verizon.com,Standard,5,Excellent,0,0
CUS-811,Terry Thomas,913-113-4501,TerryThomas41@hotmail.com,Gold,5,Excellent,0,0
CUS-812,Leslie Stout,647-572-3297,LStout@att.com,Platinum,5,Excellent,0,0
CUS-813,Brandon Anderson,957-743-1826,Brandon_A@yahoo.com,Platinum,5,Excellent,0,0
CUS-814,Stephanie Bradford,826-081-9737,Stephanie.B@yahoo.com,Gold,3,Good,0,0
CUS-815,Dustin Taylor,105-980-8487,DTaylor@mail.com,Gold,5,Excellent,0,0
CUS-816,Maria Jones,302-131-5057,Maria.Jones@gmail.com,Gold,5,Excellent,0,0
CUS-817,Ronald West,798-960-1110,Ronald.West@att.com,Gold,5,Excellent,0,0
CUS-818,Bryce Burch,360-805-3018,Bryce.B24@mail.com,Gold,4,Very Good,0,0
CUS-819,Joseph Webster,656-379-6102,Joseph.Webster@zoho.com,Gold,5,Excellent,0,0
CUS-820,Barbara Morris,249-347-1834,Barbara_M70@protonmail.com,Gold,4,Very Good,0,0
CUS-821,Jessica Armstrong,388-355-5572,Armstrong_Jessica@att.com,Platinum,5,Excellent,0,0
CUS-822,Michael Roberson,516-864-3611,Michael.Roberson@comcast.net,Gold,5,Excellent,0,0
CUS-823,Alec Woods,609-087-3652,Alec.W@verizon.com,Platinum,4,Very Good,0,0
CUS-824,Jesus Dorsey,898-234-3246,Jesus.D@hotmail.com,Platinum,4,Very Good,0,0
CUS-825,Adam Lyons,257-582-0551,Adam.L@comcast.net,Gold,5,Excellent,0,0
CUS-826,Billy Waller,785-171-9796,Waller.Billy@xfinity.com,Platinum,4,Very Good,0,0
CUS-827,Denise Johnson,958-018-7014,DJohnson92@comcast.net,Platinum,5,Excellent,0,0
CUS-828,Brenda Adams,997-584-2803,Adams.Brenda@outlook.com,Gold,4,Very Good,0,0
CUS-829,Teresa Davis,440-823-0532,Davis_Teresa@xfinity.com,Gold,4,Very Good,0,0
CUS-830,Amanda Martinez,879-495-1469,Amanda.M@gmail.com,Platinum,5,Excellent,0,0
CUS-831,Donald Martinez,147-430-9345,Martinez_Donald@protonmail.com,Gold,5,Excellent,0,0
CUS-832,Joshua Lopez,472-422-0459,JLopez30@xfinity.com,Gold,3,Good,0,0
CUS-833,Wendy Young,986-876-4404,Wendy.Young92@protonmail.com,Platinum,4,Very Good,0,0
CUS-834,Wesley Mejia,264-850-1523,Wesley_Mejia73@gmail.com,Platinum,5,Excellent,0,0
CUS-835,Alex Thomas,732-997-3969,Thomas.Alex81@yahoo.com,Gold,4,Very Good,0,0
CUS-836,Robert Jones,597-396-8892,Robert.Jones@aol.com,Gold,4,Very Good,0,0
CUS-837,Meagan Gonzalez,495-280-4412,Gonzalez_Meagan43@mail.com,Platinum,5,Excellent,0,0
CUS-838,Matthew Rivera,617-709-9598,MRivera@yahoo.com,Gold,5,Excellent,0,0
CUS-839,Cameron Hunt,779-594-5356,Hunt_Cameron@yahoo.com,Gold,4,Very Good,0,0
CUS-840,Ryan Flores,936-225-8407,RyanFlores42@outlook.com,Platinum,5,Excellent,0,0
CUS-841,Sabrina Walker,812-064-9296,Walker.Sabrina@mail.com,Gold,4,Very Good,0,0
CUS-842,Amanda Mckinney,578-438-0820,Amanda.Mckinney@xfinity.com,Platinum,4,Very Good,0,0
CUS-843,Debra Franco,678-474-7635,DFranco@yahoo.com,Platinum,5,Excellent,0,0
CUS-844,Paul Wilson,170-353-5420,Wilson.Paul@yahoo.com,Platinum,5,Excellent,0,0
CUS-845,William Miranda,142-296-9037,William.M78@hotmail.com,Platinum,5,Excellent,0,0
CUS-846,Laura Watson,728-157-6959,Laura_W94@verizon.com,Gold,5,Excellent,0,0
CUS-847,Michael Sanchez,474-233-0704,Michael.S16@verizon.com,Gold,5,Excellent,0,0
CUS-848,Robin Kelly,478-099-5822,Robin_K@aol.com,Gold,4,Very Good,0,0
CUS-849,Elizabeth Reed,173-031-2273,ElizabethReed40@mail.com,Platinum,4,Very Good,0,0
CUS-850,Deborah Edwards,126-531-6768,Deborah_E94@hotmail.com,Gold,5,Excellent,0,0
CUS-851,Andrew Hill,966-768-6280,AHill@yandex.com,Standard,4,Very Good,0,0
CUS-852,Stephen Levy,289-900-1544,StephenLevy@protonmail.com,Gold,5,Excellent,0,0
CUS-853,Paul Diaz,332-763-7118,Paul_Diaz17@gmail.com,Standard,4,Very Good,0,0
CUS-854,Julia Bell,347-668-5713,JBell90@comcast.net,Gold,5,Excellent,0,0
CUS-855,Jaime Hamilton,440-628-3816,Jaime.Hamilton@yandex.com,Platinum,5,Excellent,0,0
CUS-856,Meredith Pugh,795-894-1641,Meredith.Pugh@yandex.com,Platinum,5,Excellent,0,0
CUS-857,Robert Henry,370-357-0760,Robert.Henry@verizon.com,Platinum,4,Very Good,0,0
CUS-858,Matthew Mendoza,334-620-4141,MatthewMendoza33@aol.com,Platinum,5,Excellent,0,0
CUS-859,Tabitha Webb,755-455-7142,Webb_Tabitha@mail.com,Gold,5,Excellent,0,0
CUS-860,David Fuller,784-151-2886,DavidFuller@comcast.net,Platinum,4,Very Good,0,0
CUS-861,Lindsey Dennis,105-518-9921,Lindsey.Dennis@outlook.com,Gold,4,Very Good,0,0
CUS-862,Emily Williams,682-879-4911,Emily.Williams@verizon.com,Standard,4,Very Good,0,0
CUS-863,John Wyatt,722-068-9547,John.Wyatt@att.com,Gold,5,Excellent,0,0
CUS-864,Kevin Diaz,112-808-6843,Kevin_Diaz22@zoho.com,Gold,5,Excellent,0,0
CUS-865,Richard Nolan,406-264-2714,Richard_Nolan@att.com,Gold,5,Excellent,0,0
CUS-866,Robin Stone,471-566-9390,RobinStone@comcast.net,Platinum,5,Excellent,0,0
CUS-867,Jordan Peterson,349-597-7326,JPeterson24@comcast.net,Gold,5,Excellent,0,0
CUS-868,Elizabeth Valentine,137-538-6959,Elizabeth.Valentine@outlook.com,Platinum,5,Excellent,0,0
CUS-869,Christopher Reyes,230-794-1159,Christopher.Reyes@yahoo.com,Gold,4,Very Good,0,0
CUS-870,Kyle Fleming,243-451-4646,Fleming_Kyle@hotmail.com,Platinum,5,Excellent,0,0
CUS-871,Janice Boyle,210-692-8186,Janice.B67@xfinity.com,Platinum,4,Very Good,0,0
CUS-872,Bryan Perez,599-303-8883,Perez_Bryan96@comcast.net,Standard,5,Excellent,0,0
CUS-873,Dale Arnold,138-367-9153,Dale.Arnold@gmail.com,Gold,5,Excellent,0,0
CUS-874,Jamie Hernandez,951-160-2554,Jamie_H@verizon.com,Gold,4,Very Good,0,0
CUS-875,Anthony Bryant,468-126-7844,Anthony.Bryant@outlook.com,Platinum,5,Excellent,0,0
CUS-876,Amy Cole,292-723-7982,Amy_C24@verizon.com,Platinum,5,Excellent,0,0
CUS-877,Connie Nichols,271-430-3194,Connie.N69@gmail.com,Platinum,5,Excellent,0,0
CUS-878,Kelly Harrison,788-739-1949,Kelly.H@protonmail.com,Gold,5,Excellent,0,0
CUS-879,Joseph Simpson,729-060-3613,JSimpson@yahoo.com,Platinum,5,Excellent,0,0
CUS-880,Jessica Hendricks,217-529-6966,Jessica.H85@xfinity.com,Platinum,4,Very Good,0,0
CUS-881,James Underwood,407-284-6722,James.U@xfinity.com,Platinum,4,Very Good,0,0
CUS-882,Spencer Harrington,866-244-6202,SHarrington@zoho.com,Platinum,5,Excellent,0,0
CUS-883,Jessica West,542-966-2749,Jessica_West@yahoo.com,Platinum,5,Excellent,0,0
CUS-884,Tyler Stevens,895-577-8863,TylerStevens@xfinity.com,Platinum,5,Excellent,0,0
CUS-885,Zoe Medina,136-638-8262,ZoeMedina16@zoho.com,Platinum,5,Excellent,0,0
CUS-886,Mikayla Smith,997-635-3137,Mikayla_Smith@comcast.net,Gold,5,Excellent,0,0
CUS-887,April Pitts,325-529-0270,April.Pitts@xfinity.com,Gold,5,Excellent,0,0
CUS-888,Lindsey David,841-960-5263,Lindsey.David@mail.com,Platinum,5,Excellent,0,0
CUS-889,Kyle Brown,113-558-3513,KyleBrown@comcast.net,Platinum,5,Excellent,0,0
CUS-890,Sophia Nicholson,183-940-6722,Sophia_N@mail.com,Gold,4,Very Good,0,0
CUS-891,Monica Miller,332-434-0675,Monica.Miller11@yandex.com,Platinum,4,Very Good,0,0
CUS-892,Maria Carlson,123-538-7591,MariaCarlson@gmail.com,Gold,5,Excellent,0,0
CUS-893,Brittany Simon,152-034-2762,BrittanySimon48@aol.com,Platinum,5,Excellent,0,0
CUS-894,Michael Welch,647-424-5943,Michael_Welch@mail.com,Platinum,5,Excellent,0,0
CUS-895,Anthony Wise,209-205-5552,Wise_Anthony@comcast.net,Platinum,5,Excellent,0,0
CUS-896,Kelly Garrett,664-072-7155,Kelly.Garrett11@protonmail.com,Platinum,5,Excellent,0,0
CUS-897,Stephen Sutton,761-575-7953,Stephen_S13@att.com,Gold,5,Excellent,0,0
CUS-898,Matthew Murphy,466-881-4950,MMurphy@xfinity.com,Gold,5,Excellent,0,0
CUS-899,Jeffrey Woods,340-507-6937,Jeffrey_W@zoho.com,Platinum,5,Excellent,0,0
CUS-900,John Davis,888-106-4448,John_Davis@gmail.com,Platinum,5,Excellent,0,0
CUS-901,Jeffrey King,952-422-4705,Jeffrey_K@gmail.com,Platinum,5,Excellent,0,0
CUS-902,Megan Jefferson,826-524-4328,Megan.J@yahoo.com,Platinum,5,Excellent,0,0
CUS-903,Larry Irwin,242-547-9960,Irwin.Larry@gmail.com,Platinum,5,Excellent,0,0
CUS-904,Carla Smith,322-126-3086,Carla_S99@verizon.com,Gold,5,Excellent,0,0
CUS-905,Heather Hebert,132-055-9757,Hebert.Heather@zoho.com,Platinum,5,Excellent,0,0
CUS-906,Jerome Martinez,743-798-6199,Martinez_Jerome@yandex.com,Gold,5,Excellent,0,0
CUS-907,Christopher Graham,255-177-2629,Graham_Christopher@outlook.com,Platinum,5,Excellent,0,0
CUS-908,Tammy Howard,292-792-7993,TammyHoward@outlook.com,Platinum,5,Excellent,0,0
CUS-909,Kelly Flores,512-224-1701,Kelly_Flores27@yandex.com,Platinum,5,Excellent,0,0
CUS-910,Brandon Chandler,840-988-1633,Chandler_Brandon@att.com,Gold,5,Excellent,0,0
CUS-911,Mark Thornton,795-852-5506,Thornton.Mark23@yandex.com,Gold,4,Very Good,0,0
CUS-912,Justin Potter,283-678-0443,Justin.P@mail.com,Gold,5,Excellent,0,0
CUS-913,Benjamin Martinez,208-765-8816,Benjamin_Martinez@gmail.com,Gold,5,Excellent,0,0
CUS-914,Carol Yates,263-807-2945,Yates_Carol@verizon.com,Standard,4,Very Good,0,0
CUS-915,Joseph Figueroa,314-617-1446,Joseph_F@yandex.com,Platinum,4,Very Good,0,0
CUS-916,Benjamin Castro,169-706-2095,Castro_Benjamin@aol.com,Platinum,5,Excellent,0,0
CUS-917,Glenn Bruce,238-716-1253,Glenn.B@yahoo.com,Gold,5,Excellent,0,0
CUS-918,Samantha Taylor,683-725-0964,Taylor.Samantha@zoho.com,Gold,5,Excellent,0,0
CUS-919,Mary Lawson,299-828-9843,Lawson_Mary@outlook.com,Gold,5,Excellent,0,0
CUS-920,Ryan Gibson,768-298-6720,RGibson92@att.com,Platinum,5,Excellent,0,0
CUS-921,Amy Reed,128-389-2637,Reed_Amy@yahoo.com,Gold,5,Excellent,0,0
CUS-922,Luis Cole,177-613-0266,Cole_Luis12@gmail.com,Platinum,5,Excellent,0,0
CUS-923,Cheyenne Price,893-724-0495,Cheyenne_P24@yahoo.com,Gold,4,Very Good,0,0
CUS-924,Rebecca Ward,514-197-0819,Rebecca.W81@zoho.com,Platinum,4,Very Good,0,0
CUS-925,Paul Gutierrez,340-913-0803,Paul_Gutierrez34@comcast.net,Platinum,4,Very Good,0,0
CUS-926,David Riley,434-955-2432,David.Riley@protonmail.com,Gold,5,Excellent,0,0
CUS-927,Kellie Yates,468-173-0781,KellieYates@verizon.com,Platinum,5,Excellent,0,0
CUS-928,Barry Hill,486-928-1643,BHill@hotmail.com,Gold,5,Excellent,0,0
CUS-929,Alexandria Lindsey,648-279-8407,Lindsey_Alexandria14@gmail.com,Platinum,5,Excellent,0,0
CUS-930,Robert Bowers,649-488-9376,Robert.B@aol.com,Gold,5,Excellent,0,0
CUS-931,Matthew Perry,757-976-7843,Perry.Matthew17@hotmail.com,Platinum,5,Excellent,0,0
CUS-932,Christopher Zhang,266-076-1903,CZhang61@outlook.com,Platinum,5,Excellent,0,0
CUS-933,Nancy Vasquez,751-318-4701,Nancy_Vasquez55@verizon.com,Standard,5,Excellent,0,0
CUS-934,Jason Meyer,693-367-9537,JasonMeyer@protonmail.com,Gold,5,Excellent,0,0
CUS-935,Anthony James,964-190-7428,Anthony_J@comcast.net,Platinum,4,Very Good,0,0
CUS-936,Scott Mccoy,350-605-2526,Scott.Mccoy@mail.com,Platinum,5,Excellent,0,0
CUS-937,Christine Turner,416-405-3761,CTurner91@aol.com,Gold,5,Excellent,0,0
CUS-938,Jessica Anderson,297-735-3046,Anderson.Jessica@outlook.com,Platinum,5,Excellent,0,0
CUS-939,Natalie Jimenez,432-862-9407,NJimenez@yahoo.com,Platinum,5,Excellent,0,0
CUS-940,Mrs. Brittney Sanders,169-434-7331,Mrs._S@comcast.net,Gold,4,Very Good,0,0
CUS-941,Jason Anderson,862-842-7304,Jason_Anderson17@yandex.com,Gold,5,Excellent,0,0
CUS-942,Justin Richardson,462-157-9724,Justin.R@mail.com,Platinum,5,Excellent,0,0
CUS-943,Kerri Ellis,212-112-4967,KerriEllis40@yahoo.com,Gold,5,Excellent,0,0
CUS-944,Jeffrey Martinez,841-235-6424,Jeffrey_Martinez@zoho.com,Gold,4,Very Good,0,0
CUS-945,Barbara Thomas,129-318-9391,Thomas.Barbara77@comcast.net,Platinum,4,Very Good,0,0
CUS-946,Mercedes Ellis,341-558-8479,Mercedes.Ellis@yahoo.com,Platinum,5,Excellent,0,0
CUS-947,Dustin Williams,650-507-9645,Williams_Dustin26@comcast.net,Standard,4,Very Good,0,0
CUS-948,Emma Jones,839-634-7620,Emma.J@att.com,Platinum,5,Excellent,0,0
CUS-949,Daniel Harper,940-240-9845,Daniel.H@yahoo.com,Gold,5,Excellent,0,0
CUS-950,Robert King DDS,997-907-2991,Robert.DDS@protonmail.com,Platinum,4,Very Good,0,0
CUS-951,Mary Edwards,817-454-6179,Mary_E@gmail.com,Platinum,5,Excellent,0,0
CUS-952,Amanda Page,341-956-1573,Amanda_Page40@verizon.com,Platinum,4,Very Good,0,0
CUS-953,Melissa Jones,271-777-2316,Jones.Melissa@yandex.com,Platinum,5,Excellent,0,0
CUS-954,David Smith,449-655-0210,DavidSmith88@yahoo.com,Platinum,5,Excellent,0,0
CUS-955,Daniel Martinez,562-832-7670,Daniel.M69@comcast.net,Platinum,5,Excellent,0,0
CUS-956,Madison Castillo,718-619-7607,Castillo_Madison@comcast.net,Platinum,5,Excellent,0,0
CUS-957,Jennifer Watts,517-812-5292,Jennifer.Watts@yahoo.com,Platinum,4,Very Good,0,0
CUS-958,Kimberly Berger,513-487-6954,KimberlyBerger95@outlook.com,Platinum,5,Excellent,0,0
CUS-959,Jerry Frank,515-294-1739,JFrank@mail.com,Gold,4,Very Good,0,0
CUS-960,Deborah Morgan,520-317-9678,Morgan_Deborah69@protonmail.com,Standard,3,Good,0,0
CUS-961,Susan Santos,787-080-2827,Susan.Santos@outlook.com,Platinum,5,Excellent,0,0
CUS-962,Brandon Rangel,738-933-3110,Rangel_Brandon@hotmail.com,Platinum,4,Very Good,0,0
CUS-963,Virginia Thompson,740-003-6344,Thompson_Virginia@att.com,Gold,3,Good,0,0
CUS-964,Christopher Grant,274-630-7249,Christopher.Grant66@hotmail.com,Platinum,5,Excellent,0,0
CUS-965,Shelby Gardner,357-818-7739,SGardner64@gmail.com,Platinum,5,Excellent,0,0
CUS-966,Michael Walker,442-574-5406,Michael_W@hotmail.com,Gold,5,Excellent,0,0
CUS-967,Sarah Becker,740-542-2955,SarahBecker96@xfinity.com,Gold,5,Excellent,0,0
CUS-968,Mark Berry,965-901-1865,Mark.B43@zoho.com,Platinum,5,Excellent,0,0
CUS-969,Shannon Jackson,683-540-5586,Shannon_J@comcast.net,Gold,5,Excellent,0,0
CUS-970,Nicole Thomas,865-606-1222,NThomas54@xfinity.com,Platinum,4,Very Good,0,0
CUS-971,Jamie Reyes,795-887-2995,JReyes@comcast.net,Gold,5,Excellent,0,0
CUS-972,Brittany Stewart,555-873-6888,Brittany.S@zoho.com,Gold,5,Excellent,0,0
CUS-973,Jenny White,985-669-6773,White.Jenny@hotmail.com,Gold,5,Excellent,0,0
CUS-974,David Elliott,669-732-9306,David_E80@hotmail.com,Platinum,5,Excellent,0,0
CUS-975,Amy Hall,793-799-9491,Amy_H50@hotmail.com,Gold,5,Excellent,0,0
CUS-976,Thomas Stephens Jr.,363-119-7579,Thomas.J@outlook.com,Gold,4,Very Good,0,0
CUS-977,Isabella Moore,369-447-2354,IsabellaMoore@hotmail.com,Gold,5,Excellent,0,0
CUS-978,Brittany Riley,814-906-8978,Riley.Brittany38@protonmail.com,Platinum,5,Excellent,0,0
CUS-979,Timothy Rangel,238-423-5304,Rangel.Timothy@zoho.com,Gold,5,Excellent,0,0
CUS-980,Katherine Miller,711-854-0281,KatherineMiller68@att.com,Platinum,5,Excellent,0,0
CUS-981,Joel Ball,804-266-6202,JBall98@hotmail.com,Platinum,5,Excellent,0,0
CUS-982,Kyle Lynch,192-714-9819,Kyle_Lynch69@att.com,Standard,4,Very Good,0,0
CUS-983,Patricia Coleman,264-195-0004,Patricia.Coleman@outlook.com,Platinum,5,Excellent,0,0
CUS-984,Eileen Rivera,155-629-6379,EileenRivera@hotmail.com,Platinum,5,Excellent,0,0
CUS-985,Jose Bradley,529-511-6356,Jose.Bradley@zoho.com,Gold,5,Excellent,0,0
CUS-986,Mark Williams,114-150-8445,Mark_Williams86@xfinity.com,Gold,5,Excellent,0,0
CUS-987,Nathaniel Lewis,669-909-5201,NLewis84@verizon.com,Platinum,5,Excellent,0,0
CUS-988,Toni Watkins,498-324-5863,Watkins_Toni87@verizon.com,Standard,5,Excellent,0,0
CUS-989,Marie Mitchell,400-376-9213,MMitchell@protonmail.com,Platinum,5,Excellent,0,0
CUS-990,Helen Pierce,297-405-9734,Helen_P@protonmail.com,Standard,5,Excellent,0,0
CUS-991,Tommy Brown,955-290-5243,Brown_Tommy@comcast.net,Platinum,5,Excellent,0,0
CUS-992,Matthew Phillips,423-681-4059,Matthew_P@comcast.net,Standard,5,Excellent,0,0
CUS-993,Lisa Johnson,752-349-7608,LJohnson60@protonmail.com,Gold,5,Excellent,0,0
CUS-994,David Hernandez,970-378-4358,Hernandez_David@zoho.com,Gold,4,Very Good,0,0
CUS-995,Tracy Stewart,611-327-4624,Stewart.Tracy60@protonmail.com,Platinum,5,Excellent,0,0
CUS-996,Christina Collins,629-364-3798,Christina_Collins@yandex.com,Platinum,4,Very Good,0,0
CUS-997,Katherine Parsons,837-549-5190,KatherineParsons@gmail.com,Gold,5,Excellent,0,0
CUS-998,Christian Bailey,880-193-6472,Christian.Bailey@gmail.com,Platinum,5,Excellent,0,0
CUS-999,Mr. William Bell,401-188-7246,Mr..B@mail.com,Gold,5,Excellent,0,0
CUS-1000,James Haynes,711-535-8794,Haynes.James@hotmail.com,Platinum,5,Excellent,0,0
CUS-1001,Craig Hunter,941-710-8327,Hunter.Craig@verizon.com,Platinum,5,Excellent,0,0
CUS-1002,Christian Fowler,686-786-0067,CFowler63@zoho.com,Gold,5,Excellent,0,0
CUS-1003,Michelle Grant,686-605-1370,MGrant18@aol.com,Platinum,5,Excellent,0,0
CUS-1004,Warren Harrington,595-183-0292,Warren_H@aol.com,Gold,4,Very Good,0,0
CUS-1005,Kara Lewis,872-005-6169,Lewis.Kara@verizon.com,Platinum,5,Excellent,0,0
CUS-1006,Nicholas Boyd,206-286-0274,NBoyd@att.com,Platinum,5,Excellent,0,0
CUS-1007,Jose Gomez,362-680-7345,Jose.G50@zoho.com,Platinum,5,Excellent,0,0
CUS-1008,Maria Butler,687-638-0708,Maria_Butler@comcast.net,Gold,5,Excellent,0,0
CUS-1009,Shane Davis,438-668-1293,Shane_D21@verizon.com,Gold,4,Very Good,0,0
CUS-1010,David Becker,367-762-4859,David.B@yandex.com,Platinum,3,Good,0,0
CUS-1011,David Wade,933-269-8232,David_Wade@att.com,Platinum,5,Excellent,0,0
CUS-1012,Mike Barnes,522-169-4995,Mike.Barnes@gmail.com,Platinum,4,Very Good,0,0
CUS-1013,Anthony Vasquez,634-544-2000,Vasquez.Anthony@yandex.com,Standard,4,Very Good,0,0
CUS-1014,Stephanie Richardson,885-358-1814,Stephanie.R51@yahoo.com,Gold,4,Very Good,0,0
CUS-1015,Travis Hebert,852-909-2230,Travis_Hebert@xfinity.com,Platinum,5,Excellent,0,0
CUS-1016,Andrew Bush,564-827-0613,Bush.Andrew94@aol.com,Platinum,5,Excellent,0,0
CUS-1017,John Sanchez,995-839-1659,John_Sanchez35@att.com,Gold,4,Very Good,0,0
CUS-1018,Brittany Keith DVM,311-004-9578,BrittanyDVM@gmail.com,Platinum,5,Excellent,0,0
CUS-1019,Brian Mueller,646-744-8736,Brian.Mueller@att.com,Platinum,5,Excellent,0,0
CUS-1020,Christine Morales,805-479-3816,CMorales@gmail.com,Platinum,3,Good,0,0
CUS-1021,Robert Frank,257-729-2808,Robert_F@yandex.com,Platinum,3,Good,0,0
CUS-1022,Joseph Lewis,472-919-3151,Lewis_Joseph@zoho.com,Standard,4,Very Good,0,0
CUS-1023,Dylan Guzman,218-103-5953,Guzman_Dylan46@gmail.com,Gold,5,Excellent,0,0
CUS-1024,Sierra Williams DVM,912-916-7225,Sierra_D73@att.com,Gold,5,Excellent,0,0
CUS-1025,Lisa Sanchez,697-606-2626,LSanchez@zoho.com,Gold,4,Very Good,0,0
CUS-1026,Carolyn Dalton,102-200-6399,Carolyn_Dalton@outlook.com,Platinum,4,Very Good,0,0
CUS-1027,William Zamora,699-417-0379,William.Z@yahoo.com,Gold,5,Excellent,0,0
CUS-1028,Mike Young,163-847-2624,Young.Mike@outlook.com,Standard,5,Excellent,0,0
CUS-1029,Michael Lane,608-999-0428,Michael_Lane@verizon.com,Gold,5,Excellent,0,0
CUS-1030,Karen Reese,388-373-4168,Karen.Reese@hotmail.com,Standard,5,Excellent,0,0
CUS-1031,Reginald Lopez,527-058-3646,ReginaldLopez@yandex.com,Gold,4,Very Good,0,0
CUS-1032,Rachel Gonzalez,739-580-2885,Gonzalez.Rachel@yandex.com,Platinum,3,Good,0,0
CUS-1033,Edwin Fox,413-847-6306,Edwin_Fox52@hotmail.com,Gold,3,Good,0,0
CUS-1034,Tiffany Burgess,363-789-8646,Burgess.Tiffany@yandex.com,Platinum,4,Very Good,0,0
CUS-1035,Darrell Brady,504-598-0554,Darrell.B@gmail.com,Gold,3,Good,0,0
CUS-1036,Lorraine Lewis,583-444-8551,Lorraine.Lewis@att.com,Standard,4,Very Good,0,0
CUS-1037,Tiffany Anderson,682-636-4882,TiffanyAnderson@zoho.com,Platinum,5,Excellent,0,0
CUS-1038,Raymond Garcia,897-324-9841,Raymond_Garcia@gmail.com,Standard,4,Very Good,0,0
CUS-1039,Christopher Allen,602-606-4224,Christopher_A11@gmail.com,Standard,4,Very Good,0,0
CUS-1040,Samuel Stone,774-382-2482,Samuel_S@verizon.com,Platinum,2,Poor,0,0
CUS-1041,Justin Brooks,824-687-8714,JBrooks@protonmail.com,Platinum,3,Good,0,0
CUS-1042,Steven Martinez,778-824-0721,StevenMartinez@protonmail.com,Platinum,4,Very Good,0,0
CUS-1043,Joshua Long,897-856-1173,Joshua.Long@att.com,Gold,3,Good,0,0
CUS-1044,Sarah Nguyen,662-304-9413,Sarah_N@protonmail.com,Standard,4,Very Good,0,0
CUS-1045,Linda Hamilton,585-666-2083,Linda_Hamilton@zoho.com,Gold,4,Very Good,0,0
CUS-1046,Mrs. Krista Jones,301-411-1783,Mrs..J@protonmail.com,Platinum,4,Very Good,0,0
CUS-1047,Robert Smith,117-507-3341,Smith_Robert78@att.com,Gold,3,Good,0,0
CUS-1048,Tanner Schmidt,841-350-8395,Tanner.Schmidt@mail.com,Gold,3,Good,0,0
CUS-1049,Brittany Higgins,236-126-9571,Brittany.Higgins@protonmail.com,Gold,4,Very Good,0,0
CUS-1050,Robert Williams,150-861-3689,Robert.W78@yandex.com,Platinum,5,Excellent,0,0
CUS-1051,Tyler Burnett,853-345-1410,Tyler_B86@gmail.com,Gold,2,Poor,0,0
CUS-1052,Richard Burgess,898-563-9326,RBurgess@yahoo.com,Gold,2,Poor,0,0
